,gendered,neutral
2308,También requiere que las políticas se formulen en colaboración con los líderes indígenas para obtener resultados duraderos en el tiempo,También requiere que las políticas se formulen en colaboración con los líderes indígenas para obtener resultados duraderos en el tiempo
2309,"En muchos casos , los equipos de futbol funcionan únicamente como vehículo para que alguna pueda hacerse con el poder o mantenerse con él","En muchos casos , los equipos de futbol funcionan únicamente como vehículo para que cierta persona pueda hacerse con el poder o mantenerse con él"
2310,Los intermediarios de la negociación se ocuparán también de saber si la clínica tiene las deudas saldadas,El personal intermediador de la negociación se ocupará también de saber si la clínica tiene las deudas saldadas
2311,Está dirigido a los alumnos de último curso,Está dirigido a estudiantes de último curso
2312,"Debido a esto , la cuantía económica estipulada se entregará a las candidatas seleccionadas en una ceremonia","Debido a esto , la cuantía económica estipulada se entregará a las candidaturas selecccionadas en una ceremonia"
2313,Los profesores Martín y Lucas impartirán la asignatura de Ciencias de la Tierra.,Los profesores Martín y Lucas impartirán la asignatura de Ciencias de la Tierra.
2314,Mientras esté ingresado no debe tomar vitaminas que no le sea suministrada por los expertos en este caso,Mientras esté ingresado no debe tomar vitaminas que no le sea suministrada por el personal especializado en este caso
2315,los aspirantes deberán comunicar inmediatamente a la Comisión cualquier modificación sustancial de su situación jurídica.,quienes aspiren deberán comunicar inmediatamente a la Comisión cualquier modificación sustancial de su situación jurídica.
2316,Los intermediarios del acuerdo se ocuparán también de saber si la clínica tiene las deudas saldadas,El personal intermediador del acuerdo se ocupará también de saber si la clínica tiene las deudas saldadas
2317,Las formadoras María y Carmen impartirán el temario de Matemáticas.,Las formadoras María y Carmen impartirán el temario de Matemáticas.
2318,Es crucial cubrir las carencias que tiene el equipo promotor incorporando personal con un perfil diferente para compensar los erroes pasados,Es crucial cubrir las carencias que tiene el equipo promotor incorporando personal con un perfil diferente para compensar los erroes pasados
2319,Es importante cubrir las carencias que tiene el promotor incorporando personal con un perfil diferente para compensar los erroes pasados,Es importante cubrir las carencias que tiene el equipo promotor incorporando personal con un perfil diferente para compensar los erroes pasados
2320,Los intermediarios del acuerdo se ocuparán también de saber si la clínica tiene las deudas saldadas,Las personas intermediarias del acuerdo se ocuparán también de saber si la clínica tiene las deudas saldadas
2321,Las formadoras Mariana y Jimena impartirán el temario de Literatura.,Las formadoras Mariana y Jimena impartirán el temario de Literatura.
2322,Habla con tu médico para averiguar si necesitas que se cambie tu dosis de insulina o de los demás medicamentos que tomas,Habla con tu médico para averiguar si necesitas que se cambie tu dosis de insulina o del resto medicamentos que tomas
2323,Cada asistente al viaje optendrá una acreditación,Cada asistente al viaje optendrá una acreditación
2324,Los intermediarios de la venta se ocuparán también de saber si el local tiene todas sus cuentas al día,El equipo intermediadior de la venta se ocupará también de saber si el local tiene todas sus cuentas al día
2325,Tenemos que cubrir las carencias que tiene el promotor contratando personal con un perfil diferente para compensar los fallos,Tenemos que cubrir las carencias que tiene el personal promotor contratando personal con un perfil diferente para compensar los fallos
2326,Cada uno de los asistentes podrá solicitar el justificante de asistencia,Cada asistente podrá solicitar el justificante de asistencia
2327,Anímate hazte socia y colabora con nuestro reto,Anímate asóciate y colabora con nuestro reto
2328,los aspirantes deberán comunicar inmediatamente a la Comisión cualquier modificación sustancial de la ciudad.,quienes aspiren deberán comunicar inmediatamente a la Comisión cualquier modificación sustancial de la ciudad.
2329,Aún no se ha recopilado información suficiente del motivo por el cual algunas tienen enfermedades degenerativas,Aún no se ha recopilado información suficiente del motivo por el cual ciertas personas tienen enfermedades degenerativas
2330,Durante su ingreso no debe tomar agua que no le sea suministrada por los especialistas de nuestro centro,Durante su ingreso no debe tomar agua que no le sea suministrada por el personal experto de nuestro centro
2331,Todos los asistentes al curso contará con una acreditación,Cada asistente al curso contará con una acreditación
2332,Las formadoras Isabel y Dolores impartirán el temario de Conocimiento del Medio.,Las formadoras Isabel y Dolores impartirán el temario de Conocimiento del Medio.
2333,Los formadores Alejandro y Manuel impartirán la asignatura de Lengua Castellana.,Los formadores Alejandro y Manuel impartirán la asignatura de Lengua Castellana.
2334,El tribunal estará compuesto por profesionales acreditadas,El tribunal estará compuesto por profesionales con acreditación
2335,El asentamiento reflejaba los,El asentamiento reflejaba los
2336,Los docentes Fernando y Javier impartirán la asignatura de Conocimiento del Medio.,Los docentes Fernando y Javier impartirán la asignatura de Conocimiento del Medio.
2337,Cuando son niñas necesitan más cuidados,En su niñez necesitan más cuidados
2338,Habitualmente los equipos de trabajo funcionan únicamente como vehículo para que alguno pueda hacerse con el control,Habitualmente los equipos de trabajo funcionan únicamente como vehículo para que cierta persona pueda hacerse con el control
2339,Los formadores Fernando y Javier impartirán la asignatura de Literatura.,Los formadores Fernando y Javier impartirán la asignatura de Literatura.
2340,"De acuerdo con las informaciones anteriores , las alumnas se han quejado de la actitud de las profesoras en las calificaciones. Los representantes estudiantiles son los alumnos Juanju y Javi.","De acuerdo con las informaciones anteriores , el alumnado se ha quejado de la actitud de el profesorado en las calificaciones. Los representantes estudiantiles son los alumnos Juanju y Javi."
2341,Los intermediarios del acuerdo se ocuparán también de saber si la casa tiene las deudas saldadas y si no hay cargas,El equipo intermediadior del acuerdo se ocupará también de saber si la casa tiene las deudas saldadas y si no hay cargas
2342,No está de más decir que carga con una larga historia de mala fama entre los electores y la prensa nacional,No está de más decir que carga con una larga historia de mala fama entre el electorado y la prensa nacional
2343,La normativa se dirigía a los voluntarios y les explicaba el nuevo procedimiento de admisión de miembros,La normativa se dirigía al voluntariado y les explicaba el nuevo procedimiento de admisión de miembros
2344,los profesores tendrán mayores responsabilidades en el año próximo,el profesorado tendrá mayores responsabilidades en el año próximo
2345,Es crucial solventar los problemas que presenta el promotor incorporando personal cualificado con un perfil diferente para compensar los fallos,Es crucial solventar los problemas que presenta el equipo promotor incorporando personal cualificado con un perfil diferente para compensar los fallos
2346,"Como consecuencia , la cuantía económica estipulada se entregará a los candidatos seleccionados tras acabar la prueba","Como consecuencia , la cuantía económica estipulada se entregará a las candidaturas selecccionadas tras acabar la prueba"
2347,Todos los asistentes al viaje recibirá un regalo,Cada asistente al viaje recibirá un regalo
