gendered,neutral,difficulty
Habla con tu médico para ver si necesitas que se modifique tu dosis de metadona o de los demás medicamentos que tomas,Habla con tu médico para ver si necesitas que se modifique tu dosis de metadona o del resto medicamentos que tomas,
Habla con tu médico de cabecera para ver si necesitas que se cambie tu dosis de paracetamol o de los demás medicamentos que consumes de manera habitual,Habla con tu médico de cabecera para ver si necesitas que se cambie tu dosis de paracetamol o del resto medicamentos que consumes de manera habitual,
Se contó con la presencia de unos dos mil asistentes,Se contó con la presencia de al rededor de dos mil asistentes,
Los docentes Leo y Daniel impartirán la asignatura de Educación Física.,Los docentes Leo y Daniel impartirán la asignatura de Educación Física.,
Se llama a los tutores por orden alfabético.,Se llama al profesorado por orden alfabético.,
la estudiante declara su conformidad con el procesamiento electrónico de sus datos personales.,la estudiante declara su conformidad con el procesamiento electrónico de sus datos personales.,
el autor de este escrito es Oscar Wilde,la autoría de este escrito es Oscar Wilde,
Considerando que debe protegerse hábilmente a los trabajadores del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,Considerando que debe protegerse hábilmente al equipo del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,
Los docentes Hugo y Mateo impartirán el temario de Dibujo Técnico.,Los docentes Hugo y Mateo impartirán el temario de Dibujo Técnico.,
El tiempo que esté aquí no debe tomar ninguna medicación que no le sea suministrada por los especializados en su cirugía,El tiempo que esté aquí no debe tomar ninguna medicación que no le sea suministrada por el personal experto en su cirugía,
"A nivel corporativo , realizamos entrevistas con las encargadas de la preparación y puesta en marcha de los procedimientos","A nivel corporativo , realizamos entrevistas con el personal responsable de la preparación y puesta en marcha de los procedimientos",
Se contó con la presencia de unos ciento cincuenta participantes,Se contó con la presencia de ciento cincuenta participantes,
todo estudiante tendrá derecho a revisar su examen.,cada estudiante tendrá derecho a revisar su examen.,
los firmantes están de acuerdo con el contrato,quienes firman están de acuerdo con el contrato,
"Si el usuario realiza la reclamación en los primeros cinco días , recibirá la respuesta en un plazo de un mes.","Si se realiza la reclamación en los primeros cinco días , recibirá la respuesta en un plazo de un mes.",
"Mientras tanto , el espectador VicenteMoises se levantó de su butaca y se marchó del teatro","Mientras tanto , el espectador VicenteMoises se levantó de su butaca y se marchó del teatro",
"¿Cómo podemos esperar que la situación empeore si los encargados , las encargadas de valorar las estimaciones apenas tiene en cuenta este aspecto?",¿Cómo podemos esperar que la situación empeore si el personal encargado de valorar las estimaciones apenas tiene en cuenta este aspecto?,
Considerando que debe protegerse hábilmente a los trabajadores del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,Considerando que debe protegerse hábilmente al equipo del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,
"Debido a esto , la cuantía económica estipulada se entregará totalmente a las candidatas seleccionadas en una ceremonia","Debido a esto , la cuantía económica estipulada se entregará totalmente a las candidaturas seleccionadas en una ceremonia",
aquellos que expongan deberán llegar con media hora de antelación,quienes expongan deberán llegar con media hora de antelación,
Los periódicos podrán reenviar la información haciendo constar siempre la procedencia y el autor de las encuestas,Los periódicos podrán reenviar la información haciendo constar siempre la procedencia y la autoría de las encuestas,
El alumno declara su conformidad con el procesamiento electrónico de sus datos personales.,El alumno declara su conformidad con el procesamiento electrónico de sus datos personales.,
Los periódicos podrán publicar haciendo constar siempre la procedencia y el autor de los artículos periodísticos,Los periódicos podrán publicar haciendo constar siempre la procedencia y la autoría de los artículos periodísticos,
Los docentes Martín y Lucas impartirán la asignatura de Dibujo Técnico.,Los docentes Martín y Lucas impartirán la asignatura de Dibujo Técnico.,
Se llama a los profesores por orden alfabético.,Se llama al profesorado por orden alfabético.,
Considerando que debe protegerse competentemente a los trabajadores del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,Considerando que debe protegerse competentemente al equipo del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,
Aprecio que seáis vosotros quienes a veces me lea algo,Aprecio que alguien a veces me lea algo,
Cada asistente al viaje recibirá una acreditación,Cada asistente al viaje recibirá una acreditación,
Nosotras abogamos por una universidad gratuita,Abogamos por una universidad gratuita,
Los periódicos podrán publicar sin olvidar nunca la procedencia y el autor de los ensayos filosóficos,Los periódicos podrán publicar sin olvidar nunca la procedencia y la autoría de los ensayos filosóficos,
Hay que respetar las ideas de los demás,Hay que respetar las ideas ajenas,
Se llama a los maestros por orden de entrega.,Se llama al profesorado por orden de entrega.,
"Esta importante tarea , en la que participaron todos los investigadores de la Comisión , ha arrojado varios resultados positivos","Esta importante tarea , en la que participó todo el personal investigador de la Comisión , ha arrojado varios resultados positivos",
"la que tenga prisa , que salga ya","quien tenga prisa , que salga ya",
Va dirigido a los alumnos de último semestre,Va dirigido a estudiantes de último semestre,
Con este curso se mejorará su capacidad para atender amablemente a los pacientes extranjeros,Con este curso se mejorará su capacidad para atender amablemente a pacientes extranjeros,
Se contó con la presencia de unos quinientos asistentes,Se contó con la presencia de quinientos asistentes,
"Los funcionarios , el poder judicial y en particular las instituciones encargadas de la seguridad velarán por el cumplimiento de la normativa","El funcionariado , el poder judicial y en particular las instituciones encargadas de la seguridad velarán por el cumplimiento de la normativa",
¿ Qué cantidad quieres?,¿ Qué cantidad quieres?,
"Esta importante tarea , en la que participaron todos los investigadores de la Comisión , ha arrojado varios resultados contradictorios","Esta importante tarea , en la que participó todo el personal investigador de la Comisión , ha arrojado varios resultados contradictorios",
Literatura para niños,Literatura infantil,
Asistieron unos quinientos participantes,Asistieron quinientos participantes,
la gerente deberá estimar el tiempo requerido.,cada gerente deberá estimar el tiempo requerido.,
Con estas charlas se mejorará su capacidad para atender rápidamente a los pacientes extranjeros,Con estas charlas se mejorará su capacidad para atender rápidamente a pacientes extranjeros,
Se convocará a los tutores por orden de entrega.,Se convocará al profesorado por orden de entrega.,
La plataforma virtual favorece la interacción entre las profesoras y las alumnas,La plataforma virtual favorece la interacción entre el profesorado y el alumnado,
Se debería proteger hábilmente a las trabajadoras del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,Se debería proteger hábilmente al personal del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,
Los profesores Fernando y Javier impartirán la asignatura de Ciencias de la Tierra.,Los profesores Fernando y Javier impartirán la asignatura de Ciencias de la Tierra.,
Se incluirán en el expediente académico del estudiante los créditos correspondientes a materias superadas en otros estudios universitarios oficiales no terminados,Se incluirán en el expediente académico los créditos correspondientes a materias superadas en otros estudios universitarios oficiales no terminados,
